Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
2,12,怪獸媽媽(D408),田泰安,高伯新,115,1280,3,3-3/4,1 1 2 ,0:58.80,6.6,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
3,5,胡椒軍曹(E432),霍宏聲,徐雨石,126,1102,9,4,3 3 3 ,0:58.86,34,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
4,9,靚蝦女(E389),薛恩,韋達,124,1190,8,5,7 9 4 ,0:59.03,8.6,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
5,7,特攻(G004),賀銘年,大衛希斯,125,1092,10,5,10 8 5 ,0:59.04,10,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
6,4,銀進(G266),陳嘉熙,方嘉柏,121,1050,7,5-1/4,11 10 6 ,0:59.04,37,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
7,6,令才(D350),巴度,蘇偉賢,125,1083,6,5-1/4,9 6 7 ,0:59.07,28,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
8,1,風繼續吹(E471),莫雷拉,姚本輝,130,1115,11,6,12 11 8 ,0:59.16,11,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
9,11,喜駿之星(D033),梁家俊,文家良,119,1144,1,6,4 4 9 ,0:59.17,7.1,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
10,8,鑽飾翱翔(G201),馬雅,苗禮德,124,1187,5,8-3/4,2 2 10 ,0:59.63,37,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
11,3,龍東傳承(E158),蔡明紹,丁冠豪,127,1215,4,9,6 7 11 ,0:59.65,26,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
12,2,興圖繽紛(G099),希威森,蘇保羅,129,1126,12,11,8 12 12 ,0:59.97,47,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
WV,,電路七號(D474),---,告東尼,133,---,---,---,---,---,---,第四班,HV,1000米,黏地,"草地 - ""A"" 賽道",2022,5,11,658
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,鼓浪順風(D040),梁家俊,姚本輝,119,1192,5,-,8 7 1 ,1:11.58,17,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
2,12,仍然贏(C388),班德禮,蘇偉賢,116,1106,8,2,5 6 2 ,1:11.90,24,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
3,6,新威力(D463),霍宏聲,蘇保羅,120,1146,1,2,4 1 3 ,1:11.91,6.7,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
4,3,國士無雙(G006),巴度,方嘉柏,127,1113,11,2-1/2,7 8 4 ,1:11.96,21,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
5,1,董大(E451),田泰安,沈集成,129,1158,4,3-1/4,2 3 5 ,1:12.12,2.9,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
6,4,電子彩虹(G314),薛恩,大衛希斯,125,1132,2,3-1/2,12 12 6 ,1:12.14,4.3,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
7,2,辣得驕(D159),何澤堯,呂健威,128,1001,9,4-1/2,11 10 7 ,1:12.31,11,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
8,9,大家開心(E029),莫雷拉,文家良,118,1101,7,5-1/4,6 4 8 ,1:12.42,16,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
9,5,萬事有(D443),巫顯東,容天鵬,119,1200,12,5-3/4,1 2 9 ,1:12.48,20,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
10,7,怡昌勇士(E025),嘉里,賀賢,120,1088,3,6-1/2,10 9 10 ,1:12.63,23,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
11,11,各取所需(C474),希威森,韋達,117,1080,6,7-1/4,3 5 11 ,1:12.72,10,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
12,8,青春向前(E367),黎海榮,徐雨石,119,1000,10,9-1/4,9 11 12 ,1:13.05,101,第四班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,659
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,天池怪俠(B350),何澤堯,蘇偉賢,132,1145,7,-,6 7 3 1 1 ,1:51.50,19,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
2,7,電玩時代(D269),希威森,韋達,118,1121,4,2,5 4 4 5 2 ,1:51.83,6.9,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
3,6,寶賢得得(E430),莫雷拉,方嘉柏,119,1109,6,2-3/4,8 8 9 9 3 ,1:51.95,2.9,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
4,11,超趣(C285),巴度,高伯新,115,1108,9,3,10 9 8 7 4 ,1:51.98,39,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
5,1,皇寶(D416),薛恩,羅富全,133,1217,1,3-1/2,1 2 1 2 5 ,1:52.05,14,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
6,9,焱焱元帥(G053),田泰安,蔡約翰,117,1150,11,4-1/4,12 12 12 10 6 ,1:52.17,16,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
7,10,得勝多(E161),波健士,姚本輝,116,1041,2,4-3/4,4 5 6 4 7 ,1:52.24,5.6,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
8,5,健康在望(C172),馬雅,苗禮德,122,1052,8,5,9 10 11 12 8 ,1:52.31,25,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
9,12,全才(B213),黎海榮,葉楚航,114,1062,10,5-1/4,11 11 10 11 9 ,1:52.34,78,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
10,8,喜快(G143),蔡明紹,鄭俊偉,118,1186,5,6-3/4,7 6 7 8 10 ,1:52.57,6.6,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
11,4,狂舞派(B404),梁家俊,容天鵬,122,1087,12,7-1/4,2 1 2 3 11 ,1:52.66,38,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
12,3,天寅合一(E441),霍宏聲,告東尼,124,1036,3,8,3 3 5 6 12 ,1:52.80,8.4,第三班,HV,1800米,黏地,"草地 - ""A"" 賽道",2022,5,11,660
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,4,志勝時機(E444),莫雷拉,蔡約翰,128,1048,10,-,11 11 1 ,1:11.29,5.3,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
2,1,以戰養戰(D024),何澤堯,羅富全,133,1173,11,1,7 9 2 ,1:11.45,13,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
3,11,桃花盛(D234),巫顯東,告東尼,112,1237,4,1-1/4,5 5 3 ,1:11.50,5.9,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
4,10,友心友型(E100),田泰安,葉楚航,116,1081,8,2-1/4,10 10 4 ,1:11.65,7.7,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
5,6,駿皇星(D144),馬雅,文家良,119,1098,1,2-3/4,1 1 5 ,1:11.73,11,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
6,7,宜春輝煌(D385),希威森,韋達,118,1101,9,3,8 8 6 ,1:11.79,14,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
7,3,十二馬(D280),陳嘉熙,蘇偉賢,123,1158,5,3-1/4,2 2 7 ,1:11.80,40,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
8,12,錶之科學(E442),波健士,蘇保羅,114,1103,2,6-3/4,4 4 8 ,1:12.37,9.3,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
9,5,飛霸龍(B033),梁家俊,苗禮德,126,1118,7,8-1/4,9 7 9 ,1:12.61,13,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
10,9,喜傲龍(E352),巴度,方嘉柏,116,1162,3,9,6 3 10 ,1:12.71,5.4,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
11,2,順勢贏(E043),蔡明紹,沈集成,132,1060,6,11,3 6 11 ,1:13.04,9.4,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
WV,8,快搏(E434),潘頓,賀賢,118,---,---,---,---,---,---,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,661
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,1,星耀王者(G102),希威森,韋達,133,1125,2,-,6 6 1 ,1:10.88,8,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
2,12,終身美麗(E275),巴度,告東尼,114,1170,1,1/2,3 3 2 ,1:10.95,14,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
3,2,金鑽貴人(G180),潘頓,文家良,133,1180,5,3/4,4 5 3 ,1:11.02,1.7,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
4,4,戰熊三千(C457),薛恩,賀賢,124,1221,3,1-1/2,9 9 4 ,1:11.13,9.7,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
5,8,幸運旅程(E385),班德禮,羅富全,117,1151,8,1-3/4,10 10 5 ,1:11.15,16,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
6,11,財駿(E282),田泰安,沈集成,114,1157,7,3,7 7 6 ,1:11.37,19,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
7,10,紅酒之寶(E101),黃俊,容天鵬,112,1162,11,4,1 1 7 ,1:11.52,29,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
8,9,過河勁卒(C381),波健士,蔡約翰,117,1067,6,6-1/2,2 2 8 ,1:11.91,32,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
9,3,好運寶馬(E157),蔡明紹,丁冠豪,126,1085,10,7,12 12 9 ,1:12.02,22,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
10,7,好好彩彩(B188),梁家俊,蘇偉賢,119,1244,9,11-3/4,5 4 10 ,1:12.75,36,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
11,5,高耀智星(C067),賀銘年,苗禮德,123,1159,4,13,11 11 11 ,1:12.96,26,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
12,6,股票傳奇(D039),莫雷拉,呂健威,119,1140,12,19-3/4,8 8 12 ,1:14.06,23,第三班,HV,1200米,黏地,"草地 - ""A"" 賽道",2022,5,11,662
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,勝出魅力(D192),希威森,韋達,117,1219,11,-,9 8 6 1 ,1:40.62,8.9,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
2,6,日日靚(D070),霍宏聲,方嘉柏,127,1140,7,1-1/2,12 12 11 2 ,1:40.87,7.5,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
3,5,金剛福星(D017),嘉里,蔡約翰,129,1037,2,2-1/4,6 6 7 3 ,1:40.99,5.9,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
4,12,海王駒(D063),潘明輝,鄭俊偉,112,1057,12,2-1/2,3 3 1 4 ,1:41.03,43,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
5,9,彪形遨漢(E037),何澤堯,蘇偉賢,123,1198,8,2-3/4,10 11 9 5 ,1:41.06,21,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
6,11,怡威(C496),波健士,苗禮德,114,1044,6,2-3/4,2 2 3 6 ,1:41.07,17,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
7,8,合進駒(A327),蔡明紹,容天鵬,124,1169,4,4-1/2,4 5 5 7 ,1:41.35,8,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
8,4,天衣無縫(C261),巴度,文家良,130,1148,1,5,5 4 4 8 ,1:41.40,4,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
9,1,信心滿滿(D229),薛恩,呂健威,133,995,9,5,1 1 2 9 ,1:41.43,7.2,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
10,2,王者奇兵(C130),馬雅,姚本輝,132,1162,10,5-1/4,11 10 12 10 ,1:41.45,27,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
11,7,快利寶(A320),梁家俊,高伯新,125,1115,3,5-3/4,7 7 8 11 ,1:41.52,21,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
12,3,騰駿(E391),田泰安,沈集成,131,1166,5,7-3/4,8 9 10 12 ,1:41.85,12,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,673
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,4,威威鬥士(E347),薛恩,呂健威,129,1062,12,-,6 6 5 1 ,1:39.60,6.1,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
2,10,盈嘉輝(C080),田泰安,徐雨石,115,1079,4,1-3/4,7 7 7 2 ,1:39.88,12,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
3,1,天天得樂(E294),潘頓,何良,133,1065,2,2,4 4 4 3 ,1:39.93,3.3,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
4,11,伊貝(E372),潘明輝,大衛希斯,112,1052,9,3-1/2,11 11 11 4 ,1:40.15,10,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
5,2,九龍神駒(E476),陳嘉熙,沈集成,128,1013,8,3-3/4,8 8 8 5 ,1:40.21,10,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
6,7,優達星(C356),何澤堯,丁冠豪,119,1198,3,4-3/4,3 3 3 6 ,1:40.36,11,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
7,5,電子傳奇(G028),周俊樂,文家良,123,1096,10,5,2 2 2 7 ,1:40.40,4.6,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
8,9,熹柏龍(E015),巴度,羅富全,115,1212,6,5,9 9 9 8 ,1:40.41,14,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
9,12,無敵精英(G129),黃俊,蘇保羅,108,1086,1,6-1/2,5 5 6 9 ,1:40.63,114,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
10,3,好運寶寶(D372),霍宏聲,告東尼,129,1202,5,10-1/2,1 1 1 10 ,1:41.27,40,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
11,8,蟲草老爺(E259),波健士,葉楚航,117,1010,7,10-1/2,10 10 10 11 ,1:41.28,16,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
12,6,領航神駒(G015),希威森,高伯新,124,1077,11,13-1/4,12 12 12 12 ,1:41.72,54,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2022,5,18,674
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,12,電訊犇豹(D405),巴度,葉楚航,116,1161,10,-,12 12 12 11 1 ,1:50.05,26,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
2,11,金獅大將(E057),波健士,大衛希斯,116,1100,3,1/2,9 9 9 9 2 ,1:50.14,10,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
3,9,日就月將(D157),希威森,賀賢,118,1012,9,2,2 4 5 3 3 ,1:50.37,6.4,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
4,1,海島材子(D219),陳嘉熙,姚本輝,128,1057,1,2-1/4,5 5 4 5 4 ,1:50.42,13,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
5,4,一舖到位(G067),梁家俊,高伯新,126,1063,2,2-1/2,8 8 8 8 5 ,1:50.45,8.5,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
6,5,勝利波幅(D499),潘頓,呂健威,122,1021,6,2-1/2,7 7 6 7 6 ,1:50.46,7.8,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
7,7,日輝煌(E339),班德禮,沈集成,119,1093,5,2-3/4,4 6 7 6 7 ,1:50.49,4.7,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
8,8,活力得勝(C091),賀銘年,蘇保羅,119,1131,11,3-3/4,10 10 10 10 8 ,1:50.65,38,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
9,3,興惑(B351),霍宏聲,告東尼,129,1042,4,4,11 11 11 12 9 ,1:50.68,27,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
10,6,赤火驍龍(D419),蔡明紹,蘇偉賢,120,1253,7,4-3/4,6 2 2 2 10 ,1:50.81,9.9,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
11,2,快步速(C427),薛恩,方嘉柏,131,1212,12,6,3 3 1 1 11 ,1:51.02,11,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
12,10,亞洲力量(E400),潘明輝,苗禮德,115,1070,8,9-1/2,1 1 3 4 12 ,1:51.58,7,第四班,HV,1800米,好地,"草地 - ""B"" 賽道",2022,5,18,675
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,3,飛騰騅(E494),薛恩,方嘉柏,126,1027,8,-,2 2 1 ,1:10.75,11,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
2,8,明駿福星(G252),嘉里,蔡約翰,123,1070,2,短馬頭位,4 3 2 ,1:10.78,10,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
3,7,想見你(G247),潘頓,沈集成,124,1043,3,3/4,5 5 3 ,1:10.87,3.1,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
4,1,齊天大聖(G169),蔡明紹,文家良,133,1161,4,1-1/4,3 4 4 ,1:10.97,6.6,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
5,11,福滿寶(D118),巴度,賀賢,115,1044,7,1-1/2,9 8 5 ,1:10.99,6.8,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
6,9,嘭嘭聲(D015),班德禮,容天鵬,121,1186,10,2,1 1 6 ,1:11.06,37,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
7,6,樂加福(G244),希威森,韋達,124,1072,11,3,6 7 7 ,1:11.24,15,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
8,2,喜報(E374),梁家俊,蘇偉賢,132,1086,1,4,10 10 8 ,1:11.38,6.6,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
9,10,領航大帝(E148),田泰安,大衛希斯,115,1095,5,4,7 6 9 ,1:11.39,14,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
10,5,馬上旺(G276),何澤堯,呂健威,125,1113,6,5,8 9 10 ,1:11.57,13,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
11,12,鋼鐵福陞(E111),黃俊,鄭俊偉,109,1132,12,6-1/2,11 12 11 ,1:11.77,67,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
12,4,中華叻叻(G054),巫顯東,徐雨石,123,1055,9,7-1/4,12 11 12 ,1:11.90,137,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,676
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,超額認購(C361),巴度,賀賢,119,1172,10,-,12 8 1 ,1:10.51,68,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
2,1,勇趣(E223),霍宏聲,高伯新,133,1018,6,1/2,1 1 2 ,1:10.60,12,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
3,6,對衡之星(E082),希威森,韋達,123,1164,12,3/4,7 4 3 ,1:10.63,6.6,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
4,7,勁快聯盟(G046),薛恩,蘇保羅,123,1109,1,1,5 6 4 ,1:10.69,3.3,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
5,5,晉神(C476),田泰安,葉楚航,124,1058,8,2,10 7 5 ,1:10.83,6.8,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
6,4,必跑得(E464),嘉里,大衛希斯,124,1123,3,2,8 10 6 ,1:10.84,14,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
7,8,星洲駿馬(G047),蔡明紹,告東尼,123,1104,2,2-1/4,3 3 7 ,1:10.86,6,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
8,12,正本雄心(V303),巫顯東,容天鵬,111,1180,5,2-3/4,4 5 8 ,1:10.93,31,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
9,2,人和家盛(C531),潘頓,沈集成,128,1048,4,3,6 9 9 ,1:10.97,4.9,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
10,11,投資有利(G025),波健士,鄭俊偉,115,1090,11,4-1/4,2 2 10 ,1:11.18,102,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
11,9,歡樂好友(C533),何澤堯,丁冠豪,120,1078,9,4-1/4,11 12 11 ,1:11.21,52,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
12,3,童話(B238),梁家俊,徐雨石,125,1133,7,5-1/4,9 11 12 ,1:11.33,36,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,677
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,11,八心之威(D285),希威森,韋達,115,1125,8,-,6 4 1 ,1:09.51,11,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
2,5,其藝先鋒(E440),薛恩,丁冠豪,122,1188,3,1/2,1 1 2 ,1:09.60,6.8,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
3,1,神之水滴(E260),潘頓,蔡約翰,133,1132,10,3/4,5 6 3 ,1:09.62,3.7,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
4,9,紅衣火旺(E084),蔡明紹,羅富全,116,1133,1,1,3 3 4 ,1:09.66,3.7,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
5,10,秒秒精彩(D283),潘明輝,告東尼,114,1097,6,2,4 5 5 ,1:09.81,24,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
6,8,鋒芒勁露(G020),黃俊,方嘉柏,112,1083,11,2-1/2,11 10 6 ,1:09.89,18,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
7,12,競技勇士(B285),波健士,葉楚航,114,1210,2,2-3/4,7 7 7 ,1:09.94,15,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
8,4,明欣賞(C327),嘉里,賀賢,121,1061,4,3-3/4,10 11 8 ,1:10.10,28,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
9,2,齊齊友福(D505),賀銘年,鄭俊偉,131,1143,12,3-3/4,12 12 9 ,1:10.12,22,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
10,6,精選威(G088),田泰安,呂健威,121,1111,9,5,8 8 10 ,1:10.30,7.5,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
11,7,安遇(G236),巴度,文家良,120,1140,5,5-3/4,9 9 11 ,1:10.42,23,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
12,3,正本歡心(D366),班德禮,容天鵬,125,1180,7,6-1/2,2 2 12 ,1:10.55,61,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
WV,,冠寶駒(D359),巫顯東,苗禮德,121,---,---,---,---,---,---,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,678
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,天行健(E414),梁家俊,文家良,120,1027,2,-,7 7 1 ,1:10.01,3.4,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,679
2,9,量化歡騰(D049),希威森,韋達,120,1160,9,頸位,1 1 2 ,1:10.06,6.8,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,679
3,3,南莊之歌(C480),巴度,沈集成,126,1223,10,3/4,2 2 3 ,1:10.15,11,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,679
4,11,木火同明(C460),蔡明紹,何良,117,1109,3,1-1/4,4 4 4 ,1:10.21,20,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,679
5,12,風中勁松(G081),田泰安,蘇偉賢,115,1125,6,1-1/4,3 5 5 ,1:10.22,6.1,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,679
6,5,有主意(E344),班德禮,羅富全,126,1095,5,1-1/2,6 8 6 ,1:10.24,6.6,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2022,5,18,679
