Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo,Race
3,5,達心星(D088),莫雷拉,方嘉柏,123,1163,5,2-1/2,4 4 3 3 ,1:34.95,10,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
4,4,幸福笑容(C199),潘明輝,沈集成,123,1254,3,3-1/2,5 5 7 4 ,1:35.12,22,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
5,3,川河尊駒(A252),薛恩,方嘉柏,123,1167,1,3-3/4,1 1 1 5 ,1:35.15,17,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
6,6,勝得精彩(C061),田泰安,蔡約翰,123,1109,2,5,3 3 4 6 ,1:35.36,17,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
7,7,友誼至好(C050),班德禮,姚本輝,123,1031,6,5-3/4,6 6 5 7 ,1:35.45,24,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
1,7,精神威(C345),梁家俊,羅富全,123,1135,2,-,1 1 1 1 1 ,2:03.86,17,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
2,2,嘉應之星(C198),蔡明紹,告東尼,123,1154,6,頸位,5 2 2 2 2 ,2:03.90,6.6,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
3,4,龍鼓飛揚(C120),潘頓,呂健威,123,1155,3,1-1/2,4 5 6 6 3 ,2:04.07,1.9,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
4,3,時時有餘(C465),莫雷拉,方嘉柏,123,1061,5,1-1/2,6 6 5 5 4 ,2:04.08,11,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
5,5,將王(E198),薛恩,韋達,123,1156,1,1-3/4,3 4 3 4 5 ,2:04.12,9.5,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
6,6,玖寶(D056),班德禮,韋達,123,1126,7,2,7 7 7 7 6 ,2:04.17,48,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
7,1,勇戰神駒(E052),田泰安,苗禮德,128,1277,4,2-1/2,2 3 4 3 7 ,2:04.25,3.7,國際二級賽,ST,2000米 ,好地,草地 - B+2 賽道,2021,11,21,194,8
1,5,天駟(D393),潘明輝,羅富全,121,1153,6,-,7 8 7 7 1 ,1:47.79,5.8,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
2,2,超級軍團(E382),何澤堯,方嘉柏,126,1214,3,鼻位,4 4 4 4 2 ,1:47.79,6.9,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
3,4,柏林探戈(E120),周俊樂,告東尼,120,1022,2,頸位,5 6 6 5 3 ,1:47.83,13,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
4 平頭馬,3,常拼常勇(E306),莫雷拉,苗禮德,125,1117,1,頸位,3 3 3 3 4 ,1:47.84,2.8,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
4 平頭馬,6,勤德兼備(A071),潘頓,賀賢,123,1066,7,頸位,2 2 2 2 4 ,1:47.84,10,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
6,7,一定美麗(E279),波健士,蔡約翰,121,1158,8,3-1/4,8 7 8 8 6 ,1:48.29,15,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
7,11,快益善(B478),蔡明紹,沈集成,118,1092,9,3-1/4,9 10 10 9 7 ,1:48.31,30,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
8,10,路路醒(E053),梁家俊,羅富全,119,1058,5,4-1/2,1 1 1 1 8 ,1:48.49,21,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
9,9,加州十大(E045),田泰安,告東尼,120,1107,4,5,6 5 5 6 9 ,1:48.57,6.1,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
10,8,安采(D066),巴度,蘇偉賢,121,1158,10,6-1/2,11 11 11 11 10 ,1:48.83,17,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
11,1,任我行(C297),薛恩,鄭俊偉,129,1038,11,22-1/4,10 9 9 10 11 ,1:51.34,84,第二班,ST,1800米,好地,草地 - B+2 賽道,2021,11,21,195,9
1,6,加州星球(E314),潘頓,告東尼,126,1157,13,-,1 1 1 ,1:08.70,1.6,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
2,11,九運(E443),蔡明紹,葉楚航,118,1144,1,1-3/4,4 3 2 ,1:08.99,8.4,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
3,3,超音鼠(E046),何澤堯,羅富全,129,1015,3,3,6 7 3 ,1:09.19,11,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
4,5,南莊之歌(C480),巴度,沈集成,128,1254,6,4,8 8 4 ,1:09.35,25,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
5,4,股票傳奇(D039),馬雅,呂健威,129,1106,2,4-1/4,5 6 5 ,1:09.38,76,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
6,2,團結精神(B230),陳嘉熙,蘇偉賢,123,1230,4,4-1/4,2 2 6 ,1:09.39,31,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
7,12,戰鬥英雄(D050),黃皓楠,方嘉柏,115,1098,10,5-3/4,11 11 7 ,1:09.60,177,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
8,1,當家精神(D489),周俊樂,韋達,130,1067,11,5-3/4,12 12 8 ,1:09.60,12,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
9,7,都柏名駒(C436),田泰安,文家良,126,1261,8,6-1/4,10 10 9 ,1:09.69,41,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
10,14,寶賢得得(E430),楊明綸,方嘉柏,117,1122,12,6-1/4,13 13 10 ,1:09.70,59,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
11,10,魅影揚飛(A354),波健士,姚本輝,119,1225,14,6-1/2,14 14 11 ,1:09.74,77,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
12,8,快搏(E434),潘明輝,賀賢,123,1061,9,6-3/4,9 9 12 ,1:09.79,18,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
13,9,包裝智星(E433),莫雷拉,蔡約翰,120,1046,7,7-1/2,7 4 13 ,1:09.88,8.8,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
14,13,大師級(C271),黃俊,丁冠豪,112,1156,5,8,3 5 14 ,1:09.99,153,第三班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,196,10
1,13,海豚星(C332),潘頓,徐雨石,120,1195,10,-,1 2 1 ,0:56.81,4.9,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
2,5,魅力星光(C540),陳嘉熙,韋達,118,1093,12,短馬頭位,6 1 2 ,0:56.82,25,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
3,14,連利福將(B475),班德禮,葉楚航,118,1162,1,3/4,12 9 3 ,0:56.92,23,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
4,2,八卦(C102),巫顯東,賀賢,128,1153,14,1-1/4,5 6 4 ,0:57.01,9.8,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
5,11,石破天驚(G062),周俊樂,方嘉柏,121,1140,2,1-1/2,14 10 5 ,0:57.06,10,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
6,12,電路七號(D474),潘明輝,告東尼,119,1088,13,1-1/2,11 7 6 ,0:57.07,10,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
7,3,無可限量(E419),薛恩,大衛希斯,127,1247,5,2-1/2,10 13 7 ,0:57.20,5.8,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
8,4,歐洲導彈(E277),楊明綸,鄭俊偉,125,1015,11,2-3/4,13 11 8 ,0:57.25,67,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
9,10,華麗活力(G051),何澤堯,羅富全,124,1063,9,3-1/2,7 3 9 ,0:57.35,11,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
10,1,地通拿(D346),蔡明紹,霍利時,130,1077,7,5-1/4,4 4 10 ,0:57.66,16,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
11,7,寶山鷹(C248),希威森,苗禮德,124,1094,6,7,2 5 11 ,0:57.94,18,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
12,6,大勢至富(G060),梁家俊,姚本輝,124,1191,3,7-1/4,9 12 12 ,0:57.97,19,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
13,9,菲力大帝(E340),黎海榮,文家良,124,1147,4,12-1/2,8 14 13 ,0:58.80,160,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
14,8,綫路光明(E482),莫雷拉,容天鵬,124,1019,8,15-3/4,3 8 14 ,0:59.34,5.4,第四班,ST,1000米,好地,草地 - C 賽道,2021,11,28,205,1
1,9,萬市之光(E009),潘頓,蘇偉賢,125,1076,2,-,7 9 7 1 ,1:34.25,2.2,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
2,10,得勝多(E161),梁家俊,姚本輝,123,1032,9,1-1/4,2 4 4 2 ,1:34.47,12,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
3,1,金像非凡(E109),潘明輝,羅富全,131,1121,10,1-1/2,1 1 1 3 ,1:34.48,5.6,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
4,12,霹靂狂龍(D003),賀銘年,賀賢,121,1014,1,1-1/2,3 3 2 4 ,1:34.51,9.4,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
5,2,爆谷(D307),蔡明紹,告東尼,116,998,8,1-3/4,12 12 9 5 ,1:34.55,7.8,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
6,7,駿龍飛騰(E121),薛恩,霍利時,128,1009,11,3-1/4,14 14 13 6 ,1:34.76,155,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
7,4,錶之皇者(B398),波健士,蘇保羅,132,1269,12,3-1/2,11 11 12 7 ,1:34.83,39,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
8,5,鐘意寶(D388),陳嘉熙,方嘉柏,121,1322,4,4-1/4,8 5 6 8 ,1:34.94,104,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
9,11,連連行運(C441),莫雷拉,蔡約翰,121,1126,7,4-3/4,6 6 5 9 ,1:35.00,12,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
10,6,超班福星(C183),班德禮,丁冠豪,128,1109,6,6,10 8 10 10 ,1:35.19,28,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
11,13,友盈友福(D343),黃皓楠,鄭俊偉,115,1105,5,7-1/2,5 7 8 11 ,1:35.47,84,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
12,3,健康就好(E159),楊明綸,大衛希斯,132,899,14,7-3/4,4 2 3 12 ,1:35.49,148,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
13,8,福善(C426),周俊樂,高伯新,123,1095,13,8,13 13 14 13 ,1:35.53,109,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
14,14,縱橫十六(E244),何澤堯,呂健威,117,1242,3,10,9 10 11 14 ,1:35.84,10,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
WV,,博愛友威(C152),馬雅,沈集成,132,---,---,---,---,---,---,第四班,ST,1600米,好地,草地 - C 賽道,2021,11,28,206,2
1,8,大眾勝利(E177),班德禮,羅富全,123,1122,8,-,5 5 1 ,1:08.42,10,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
2,2,狀元及第(E392),莫雷拉,告東尼,131,1142,3,2-1/4,1 1 2 ,1:08.80,2.1,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
3,4,閃耀光芒(E261),何澤堯,韋達,127,1115,10,4,10 9 3 ,1:09.07,10,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
4,10,翡翠劇院(A040),梁家俊,姚本輝,119,1132,11,5,12 11 4 ,1:09.21,34,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
5,11,福喜多多(B128),馬雅,呂健威,118,1115,4,5-1/4,9 10 5 ,1:09.27,18,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
6,1,夢幻人生(C166),陳嘉熙,文家良,126,1165,7,5-1/2,3 4 6 ,1:09.29,16,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
7,3,鋼鐵福陞(E111),周俊樂,鄭俊偉,125,1134,12,5-3/4,11 12 7 ,1:09.33,7.9,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
8,12,迎彩繽紛(D492),波健士,蔡約翰,116,1131,6,6-3/4,7 7 8 ,1:09.49,35,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
9,7,印水紙(D043),賀銘年,高伯新,123,1154,9,9-1/2,2 2 9 ,1:09.96,49,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
10,9,旋里多彩(B469),希威森,徐雨石,123,1099,5,10-3/4,6 6 10 ,1:10.15,45,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
11,6,非凡膽識(E031),薛恩,大衛希斯,124,1096,1,18-3/4,8 8 11 ,1:11.41,9.7,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
12,5,包裝威王(E371),潘頓,沈集成,124,1142,2,56-1/4,4 3 12 ,1:17.40,9.9,第四班,ST,1200米,好地,全天候跑道,2021,11,28,207,3
1,13,勇敢動力(D153),何澤堯,告東尼,117,1168,14,-,10 10 10 1 ,1:22.27,7.2,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
2,10,得賞(B288),潘頓,葉楚航,124,1039,11,1-1/4,14 12 9 2 ,1:22.47,9.9,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
3,11,堅有料(C011),陳嘉熙,方嘉柏,115,1277,10,1-1/2,4 3 4 3 ,1:22.49,27,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
4,9,龍鳳情祥(B185),黎海榮,文家良,124,1110,5,1-3/4,3 4 3 4 ,1:22.53,10,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
5,6,幸運飛彈(C501),賀銘年,賀賢,129,1137,7,1-3/4,7 7 7 5 ,1:22.55,34,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
6,3,金碧科(B225),薛恩,鄭俊偉,133,1050,3,2,11 11 13 6 ,1:22.58,9.8,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
7,7,電訊精英(D355),梁家俊,徐雨石,128,1117,1,2-1/4,8 9 8 7 ,1:22.63,12,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
8,12,海王駒(D063),楊明綸,蘇偉賢,118,1072,12,3,1 1 1 8 ,1:22.73,56,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
9,4,王者奇兵(C130),莫雷拉,姚本輝,132,1177,4,3-1/4,6 6 6 9 ,1:22.77,5,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
10,5,小玩家(E066),班德禮,大衛希斯,130,1102,6,3-1/4,9 8 11 10 ,1:22.80,13,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
11,1,月球(D409),蔡明紹,蘇保羅,133,1124,8,4-1/4,2 2 2 11 ,1:22.95,10,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
12,2,閃耀中華(D486),周俊樂,容天鵬,130,1055,2,4-1/4,5 5 5 12 ,1:22.95,6.3,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
13,8,勝煌(E299),巫顯東,何良,123,1111,9,4-1/4,13 13 14 13 ,1:22.96,192,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
14,14,路路富貴(C442),潘明輝,苗禮德,114,1014,13,5-3/4,12 14 12 14 ,1:23.17,12,第五班,ST,1400米,好地,草地 - C 賽道,2021,11,28,208,4
1,3,加州凱歌(D067),何澤堯,告東尼,128,1294,4,-,2 2 1 ,1:08.62,6.2,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
2,6,總理(D288),波健士,姚本輝,122,1157,9,3/4,10 11 2 ,1:08.74,16,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
3,9,盈嵐(E462),周俊樂,容天鵬,117,1142,3,1-1/2,9 8 3 ,1:08.86,61,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
4,1,同樂日(B087),潘頓,沈集成,133,1106,10,2-3/4,1 1 4 ,1:09.04,6.9,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
5,7,無敵勇士(C483),蔡明紹,文家良,122,1241,11,2-3/4,3 3 5 ,1:09.07,19,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
6,2,五門齊(E423),莫雷拉,羅富全,131,1055,12,3-1/4,7 4 6 ,1:09.13,1.7,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
7,8,運來福星(C473),班德禮,徐雨石,120,1047,2,3-1/4,5 5 7 ,1:09.14,10,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
8,12,戰鬥英雄(D050),黃皓楠,方嘉柏,113,1079,5,4-1/4,12 12 8 ,1:09.29,54,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
9,10,少爺仔(G094),馬雅,高伯新,118,1237,6,4-1/4,11 10 9 ,1:09.31,68,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
10,5,實力派(E447),潘明輝,賀賢,124,1026,8,5,8 9 10 ,1:09.44,20,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
11,4,高明駿將(C511),希威森,呂健威,126,1069,7,5-3/4,6 6 11 ,1:09.52,98,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
12,11,超奇才(E465),梁家俊,葉楚航,118,1016,1,6,4 7 12 ,1:09.56,42,第三班,ST,1200米,好地,草地 - C 賽道,2021,11,28,209,5
1,7,醉眼光(G018),莫雷拉,蔡約翰,124,1160,6,-,8 8 6 1 ,1:21.00,5.2,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
2,3,飛天劍(C463),潘頓,丁冠豪,126,1062,5,1-1/4,1 5 4 2 ,1:21.20,5.2,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
3,9,天天得樂(E294),梁家俊,何良,121,1057,9,2,13 13 11 3 ,1:21.32,9.8,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
4,2,福朵(E324),何澤堯,蘇偉賢,127,1240,10,3,12 12 12 4 ,1:21.46,6,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
5,10,進優自在(D258),陳嘉熙,文家良,114,1074,1,3-1/2,7 6 5 5 ,1:21.55,11,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
6,4,賽得意(E116),潘明輝,羅富全,123,1111,12,4-1/4,2 1 1 6 ,1:21.69,12,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
7,6,新威煌(E095),薛恩,蘇保羅,125,1240,13,4-1/4,9 9 9 7 ,1:21.70,18,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
8,12,有鴻利(E184),波健士,姚本輝,118,1258,4,6-1/2,6 7 7 8 ,1:22.04,9.7,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
9,13,功夫茶(C136),蔡明紹,賀賢,117,1140,7,7-1/2,11 11 8 9 ,1:22.19,11,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
10,11,遨遊之星(C098),周俊樂,容天鵬,117,1260,8,7-3/4,3 3 2 10 ,1:22.25,9.1,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
11,1,嘜誰嘜誰(C323),黃皓楠,告東尼,130,1195,11,10,14 14 14 11 ,1:22.58,65,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
12,14,創福威(E210),楊明綸,大衛希斯,116,992,2,11-1/4,5 4 3 12 ,1:22.78,78,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
13,5,當旺猴王(E361),希威森,韋達,125,1053,3,11-1/4,10 10 13 13 ,1:22.79,136,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
14,8,滿貫摯友(E394),賀銘年,苗禮德,122,1084,14,17-3/4,4 2 10 14 ,1:23.83,143,第四班,ST,1400米,好地,草地 - C 賽道,2021,11,28,210,6
1,11,銀馳(E131),波健士,蔡約翰,114,1052,1,-,4 3 2 1 ,1:33.71,5.5,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
2,6,勁搏(D386),莫雷拉,蔡約翰,125,1118,2,1-1/4,6 6 6 2 ,1:33.89,2.2,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
3,2,勇猛神駒(C462),薛恩,沈集成,130,1182,8,1-1/4,10 9 7 3 ,1:33.89,46,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
4,8,非凡才子(C095),梁家俊,容天鵬,120,1171,5,1-1/4,7 7 8 4 ,1:33.91,10,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
5,9,星運子爵(D187),何澤堯,方嘉柏,120,1186,12,1-3/4,8 8 9 5 ,1:33.98,9.8,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
6,4,幸運快車(D026),潘頓,蔡約翰,129,1162,7,2,5 5 5 6 ,1:34.03,4.9,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
7,5,百步穿雲(A165),潘明輝,賀賢,124,1142,11,2,9 10 11 7 ,1:34.04,18,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
8,10,喜蓮騏星(C165),周俊樂,告東尼,117,1095,3,3-1/4,12 11 10 8 ,1:34.22,62,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
9,12,電路三號(B360),巫顯東,容天鵬,111,1176,4,3-1/4,11 12 12 9 ,1:34.23,73,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
10,7,遨遊戰士(C247),馬雅,姚本輝,124,1143,10,5,1 1 1 10 ,1:34.49,27,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
11,1,二郎(C019),蔡明紹,告東尼,133,1171,6,8-3/4,3 4 4 11 ,1:35.12,32,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
12,3,黃金甲(C071),楊明綸,羅富全,130,1137,9,17-1/4,2 2 3 12 ,1:36.48,93,第一班,ST,1600米,好地,草地 - C 賽道,2021,11,28,211,7
1,11,確認眼神(D404),莫雷拉,姚本輝,116,1209,8,-,4 2 2 1 ,1:33.61,3.9,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
2,6,勁力十足(D362),薛恩,韋達,126,1235,6,2-1/2,1 1 1 2 ,1:34.00,5.3,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
3,9,香音(C265),何澤堯,羅富全,122,1074,3,2-3/4,5 6 5 3 ,1:34.03,2.7,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
4,5,龍船狀元(G070),潘明輝,告東尼,124,1121,10,2-3/4,11 10 7 4 ,1:34.06,10,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
5,10,瑪神滿紛(E319),馬雅,容天鵬,117,1178,1,3-1/2,6 7 6 5 ,1:34.16,15,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
6,3,錶之功能(E446),周俊樂,呂健威,126,1038,5,4-1/4,7 8 8 6 ,1:34.30,41,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
7,7,多多勇駒(G144),賀銘年,苗禮德,125,1048,7,4-3/4,10 11 12 7 ,1:34.38,147,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
8,12,包裝風雲(E381),楊明綸,沈集成,114,1089,2,5-3/4,3 3 3 8 ,1:34.52,39,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
9,2,又龍串鳳(E461),蔡明紹,告東尼,133,1030,13,6,13 13 13 9 ,1:34.57,27,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
10,8,精彩非凡(D327),希威森,方嘉柏,122,1191,12,6-1/2,9 9 10 10 ,1:34.65,25,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
11,1,驚喜(E349),潘頓,蔡約翰,133,1107,11,7-1/2,12 12 11 11 ,1:34.81,9.4,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
12,13,一舖縱橫(B385),黃俊,葉楚航,108,1093,4,7-3/4,2 4 4 12 ,1:34.83,121,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
13,4,飛輪鑽皇(G097),梁家俊,徐雨石,128,1126,9,10,8 5 9 13 ,1:35.21,195,第三班,ST,1600米,好地,草地 - C 賽道,2021,11,28,212,8
1,2,新力寶(A379),周俊樂,蘇偉賢,128,1206,1,-,3 3 1 ,1:08.48,7.5,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
2,1,志力同心(E134),潘頓,羅富全,133,1155,3,1/2,2 2 2 ,1:08.57,4,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
3,5,協進神駒(D263),薛恩,韋達,124,1090,8,1/2,6 6 3 ,1:08.57,14,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
4,10,駿皇星(D144),馬雅,文家良,117,1106,6,1/2,1 1 4 ,1:08.58,4.8,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
5,8,張燈結綵(E272),波健士,蔡約翰,120,1084,5,2-1/4,8 9 5 ,1:08.85,10,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
6,9,駿天使(G049),何澤堯,方嘉柏,116,1088,7,3,11 8 6 ,1:08.97,8,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
7,3,激賞(A377),梁家俊,徐雨石,129,1019,4,3,5 4 7 ,1:08.97,8.6,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
8,4,悅跑得(C502),莫雷拉,呂健威,125,1197,12,3-3/4,12 12 8 ,1:09.08,7.6,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
9,12,精彩生活(E192),蔡明紹,姚本輝,115,1117,9,6,4 7 9 ,1:09.45,31,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
10,6,綠登(E409),希威森,霍利時,122,1135,10,6-1/2,10 11 10 ,1:09.51,83,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
11,7,北區威龍(D354),巫顯東,賀賢,119,1115,11,7,9 10 11 ,1:09.58,53,第三班,ST,1200米,好地,全天候跑道,2021,11,28,213,9
